letter,start_position,end_position,blue_motion_type,blue_rotation_direction,blue_turns,blue_start_location,blue_end_location,blue_start_orientation,blue_end_orientation,red_motion_type,red_rotation_direction,red_turns,red_start_location,red_end_location,red_start_orientation,red_end_orientation
I,beta3,beta2,pro,ccw,0,s,e,out,out,anti,cw,0,s,e,out,in
I,beta3,beta2,anti,cw,0,s,e,out,in,pro,ccw,1,s,e,out,in
I,beta3,beta2,pro,ccw,0,s,e,out,out,anti,cw,1,s,e,out,out
I,beta3,beta2,anti,cw,0,s,e,out,in,pro,ccw,2,s,e,out,out
I,beta3,beta2,pro,ccw,0,s,e,out,out,anti,cw,2,s,e,out,in
I,beta3,beta2,anti,cw,0,s,e,out,in,pro,ccw,3,s,e,out,in
I,beta3,beta2,pro,ccw,0,s,e,out,out,anti,cw,3,s,e,out,out
I,beta3,beta2,anti,cw,1,s,e,out,out,pro,ccw,0,s,e,out,out
I,beta3,beta2,pro,ccw,1,s,e,out,in,anti,cw,0,s,e,out,in
I,beta3,beta2,anti,cw,1,s,e,out,out,pro,ccw,1,s,e,out,in
I,beta3,beta2,pro,ccw,1,s,e,out,in,anti,cw,1,s,e,out,out
I,beta3,beta2,anti,cw,1,s,e,out,out,pro,ccw,2,s,e,out,out
I,beta3,beta2,pro,ccw,1,s,e,out,in,anti,cw,2,s,e,out,in
I,beta3,beta2,anti,cw,1,s,e,out,out,pro,ccw,3,s,e,out,in
I,beta3,beta2,pro,ccw,1,s,e,out,in,anti,cw,3,s,e,out,out
I,beta3,beta2,anti,cw,2,s,e,out,in,pro,ccw,0,s,e,out,out
I,beta3,beta2,pro,ccw,2,s,e,out,out,anti,cw,0,s,e,out,in
I,beta3,beta2,anti,cw,2,s,e,out,in,pro,ccw,1,s,e,out,in
I,beta3,beta2,pro,ccw,2,s,e,out,out,anti,cw,1,s,e,out,out
I,beta3,beta2,anti,cw,2,s,e,out,in,pro,ccw,2,s,e,out,out
I,beta3,beta2,pro,ccw,2,s,e,out,out,anti,cw,2,s,e,out,in
I,beta3,beta2,anti,cw,2,s,e,out,in,pro,ccw,3,s,e,out,in
I,beta3,beta2,pro,ccw,2,s,e,out,out,anti,cw,3,s,e,out,out
I,beta3,beta2,anti,cw,3,s,e,out,out,pro,ccw,0,s,e,out,out
I,beta3,beta2,pro,ccw,3,s,e,out,in,anti,cw,0,s,e,out,in
I,beta3,beta2,anti,cw,3,s,e,out,out,pro,ccw,1,s,e,out,in
I,beta3,beta2,pro,ccw,3,s,e,out,in,anti,cw,1,s,e,out,out
I,beta3,beta2,anti,cw,3,s,e,out,out,pro,ccw,2,s,e,out,out
I,beta3,beta2,pro,ccw,3,s,e,out,in,anti,cw,2,s,e,out,in
I,beta3,beta2,anti,cw,3,s,e,out,out,pro,ccw,3,s,e,out,in
I,beta3,beta2,pro,ccw,3,s,e,out,in,anti,cw,3,s,e,out,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,in,out,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,in,in,anti,ccw,3,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,in,in,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,in,out,anti,ccw,3,w,n,out,out
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,in,out,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,2,w,n,in,in,anti,ccw,3,w,n,out,out
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,3,w,n,in,in,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,3,w,n,in,out,anti,ccw,3,w,n,out,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,0,w,n,in,in
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,0,w,n,in,out
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,1,w,n,in,out
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,1,w,n,in,in
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,2,w,n,in,in
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,2,w,n,in,out
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,3,w,n,in,out
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,3,w,n,in,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,0,w,n,out,in,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,0,w,n,out,out,anti,ccw,3,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,1,w,n,out,out,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,1,w,n,out,in,anti,ccw,3,w,n,out,out
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,2,w,n,out,in,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,2,w,n,out,out,anti,ccw,3,w,n,out,out
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,0,w,n,out,out
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,0,w,n,out,in
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,1,w,n,out,in
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,1,w,n,out,out
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,2,w,n,out,out
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,2,w,n,out,in
I,beta4,beta1,anti,ccw,3,w,n,out,out,pro,cw,3,w,n,out,in
I,beta4,beta1,pro,cw,3,w,n,out,in,anti,ccw,3,w,n,out,out
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,2,w,s,in,in
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,2,w,s,in,out
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,2,w,s,in,in
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,2,w,s,in,out
I,beta4,beta3,anti,cw,2,w,s,in,out,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,2,w,s,in,in,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,2,w,s,in,out,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,2,w,s,in,in,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,2,w,s,in,out,pro,ccw,2,w,s,in,in
I,beta4,beta3,pro,ccw,2,w,s,in,in,anti,cw,2,w,s,in,out
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,2,w,s,in,in
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,2,w,s,in,out
I,beta4,beta3,anti,cw,0,w,s,in,out,pro,ccw,3,w,s,in,out
I,beta4,beta3,pro,ccw,0,w,s,in,in,anti,cw,3,w,s,in,in
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,2,w,s,in,in
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,2,w,s,in,out
I,beta4,beta3,anti,cw,1,w,s,in,in,pro,ccw,3,w,s,in,out
I,beta4,beta3,pro,ccw,1,w,s,in,out,anti,cw,3,w,s,in,in
I,beta4,beta3,anti,cw,2,w,s,in,out,pro,ccw,0,w,s,in,in
I,beta4,beta3,pro,ccw,2,w,s,in,in,anti,cw,0,w,s,in,out
I,beta4,beta3,anti,cw,2,w,s,in,out,pro,ccw,1,w,s,in,out
I,beta4,beta3,pro,ccw,2,w,s,in,in,anti,cw,1,w,s,in,in
I,beta4,beta3,anti,cw,2,w,s,in,out,pro,ccw,2,w,s,in,in
I,beta4,beta3,pro,ccw,2,w,s,in,in,anti,cw,2,w,s,in,out
I,beta4,beta3,anti,cw,2,w,s,in,out,pro,ccw,3,w,s,in,out
